REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,"1999/07/04 11:00",1191.06667,29.35,TRADE
SA1,"1999/07/04 11:30",1173.29,29.52,TRADE
SA1,"1999/07/04 12:00",1163.77,24.8,TRADE
SA1,"1999/07/04 12:30",1158.74167,23.4,TRADE
SA1,"1999/07/04 13:00",1166.08167,23.44,TRADE
SA1,"1999/07/04 13:30",1157.61333,21.02,TRADE
SA1,"1999/07/04 14:00",1151.69167,14.93,TRADE
SA1,"1999/07/04 14:30",1140.14167,14.53,TRADE
SA1,"1999/07/04 15:00",1127.64,13.86,TRADE
SA1,"1999/07/04 15:30",1111.84833,13.12,TRADE
SA1,"1999/07/04 16:00",1112.74667,13.17,TRADE
SA1,"1999/07/04 16:30",1120.25667,13.2,TRADE
SA1,"1999/07/04 17:00",1153.51667,19.09,TRADE
SA1,"1999/07/04 17:30",1225.23167,34.23,TRADE
SA1,"1999/07/04 18:00",1376.32167,45.77,TRADE
SA1,"1999/07/04 18:30",1556.145,79.72,TRADE
SA1,"1999/07/04 19:00",1596.28833,104.07,TRADE
SA1,"1999/07/04 19:30",1596.255,91.44,TRADE
SA1,"1999/07/04 20:00",1584.91333,91.44,TRADE
SA1,"1999/07/04 20:30",1577.92,37.49,TRADE
SA1,"1999/07/04 21:00",1563.335,38.23,TRADE
SA1,"1999/07/04 21:30",1541.92667,36.19,TRADE
SA1,"1999/07/04 22:00",1500.23833,35.69,TRADE
SA1,"1999/07/04 22:30",1455.36167,36.71,TRADE
SA1,"1999/07/04 23:00",1460.92333,36.2,TRADE
SA1,"1999/07/04 23:30",1424.4,37.58,TRADE
SA1,"1999/07/05 00:00",1426.38833,36.19,TRADE
SA1,"1999/07/05 00:30",1456.94833,35.89,TRADE
SA1,"1999/07/05 01:00",1521.75,36.37,TRADE
SA1,"1999/07/05 01:30",1450.875,35.85,TRADE
SA1,"1999/07/05 02:00",1349.15333,35.34,TRADE
SA1,"1999/07/05 02:30",1254.64167,24.3,TRADE
SA1,"1999/07/05 03:00",1189.99833,24.32,TRADE
SA1,"1999/07/05 03:30",1132.05667,19.07,TRADE
SA1,"1999/07/05 04:00",1085.53667,16.35,TRADE
SA1,"1999/07/05 04:30",1052.24167,15.09,TRADE
SA1,"1999/07/05 05:00",1046.28,15.28,TRADE
SA1,"1999/07/05 05:30",1045.07167,15.28,TRADE
SA1,"1999/07/05 06:00",1052.60833,20.24,TRADE
SA1,"1999/07/05 06:30",1088.265,21.28,TRADE
SA1,"1999/07/05 07:00",1166.09,24.23,TRADE
SA1,"1999/07/05 07:30",1262.325,18.75,TRADE
SA1,"1999/07/05 08:00",1379.52167,28.89,TRADE
SA1,"1999/07/05 08:30",1476.01,57.98,TRADE
SA1,"1999/07/05 09:00",1568.25333,103.91,TRADE
SA1,"1999/07/05 09:30",1625.845,75.74,TRADE
SA1,"1999/07/05 10:00",1616.79667,57.96,TRADE
SA1,"1999/07/05 10:30",1589.19167,37.87,TRADE
SA1,"1999/07/05 11:00",1571.33667,31.89,TRADE
SA1,"1999/07/05 11:30",1548.665,38.64,TRADE
SA1,"1999/07/05 12:00",1532.75333,41.4,TRADE
SA1,"1999/07/05 12:30",1530.115,39.7,TRADE
SA1,"1999/07/05 13:00",1504.265,40.42,TRADE
SA1,"1999/07/05 13:30",1503.375,40.42,TRADE
SA1,"1999/07/05 14:00",1514.77167,40.42,TRADE
SA1,"1999/07/05 14:30",1497.63667,40.42,TRADE
SA1,"1999/07/05 15:00",1479.72167,40.42,TRADE
SA1,"1999/07/05 15:30",1460.05167,35.1,TRADE
SA1,"1999/07/05 16:00",1435.26833,35.05,TRADE
SA1,"1999/07/05 16:30",1436.49667,40.35,TRADE
SA1,"1999/07/05 17:00",1448.145,40.36,TRADE
SA1,"1999/07/05 17:30",1504.785,55.81,TRADE
SA1,"1999/07/05 18:00",1630.29,55.83,TRADE
SA1,"1999/07/05 18:30",1801.905,115.08,TRADE
SA1,"1999/07/05 19:00",1835.20167,95.4,TRADE
SA1,"1999/07/05 19:30",1810.98833,75.78,TRADE
SA1,"1999/07/05 20:00",1762.94667,75.76,TRADE
SA1,"1999/07/05 20:30",1739.91667,52.77,TRADE
SA1,"1999/07/05 21:00",1707.30333,48.66,TRADE
SA1,"1999/07/05 21:30",1654.915,40.48,TRADE
SA1,"1999/07/05 22:00",1637.39833,119.76,TRADE
SA1,"1999/07/05 22:30",1572.51167,86.61,TRADE
SA1,"1999/07/05 23:00",1557.88,97.94,TRADE
SA1,"1999/07/05 23:30",1500.15833,45.05,TRADE
SA1,"1999/07/06 00:00",1500.36333,40.79,TRADE
SA1,"1999/07/06 00:30",1521.96,104.04,TRADE
SA1,"1999/07/06 01:00",1564.965,82.21,TRADE
SA1,"1999/07/06 01:30",1486.22167,117.87,TRADE
SA1,"1999/07/06 02:00",1388.365,76.64,TRADE
SA1,"1999/07/06 02:30",1309.66667,34.52,TRADE
SA1,"1999/07/06 03:00",1229.96833,31.28,TRADE
SA1,"1999/07/06 03:30",1169.68167,26.55,TRADE
SA1,"1999/07/06 04:00",1124.58833,22.07,TRADE
SA1,"1999/07/06 04:30",1085.96,15.9,TRADE
SA1,"1999/07/06 05:00",1074.80667,15.75,TRADE
SA1,"1999/07/06 05:30",1060.785,21.33,TRADE
SA1,"1999/07/06 06:00",1057.875,20.22,TRADE
SA1,"1999/07/06 06:30",1091.23667,27.2,TRADE
SA1,"1999/07/06 07:00",1194.92333,35.49,TRADE
SA1,"1999/07/06 07:30",1272.24833,27.61,TRADE
SA1,"1999/07/06 08:00",1381.72833,46.23,TRADE
SA1,"1999/07/06 08:30",1488.12167,104.04,TRADE
SA1,"1999/07/06 09:00",1555.735,104.07,TRADE
SA1,"1999/07/06 09:30",1616.445,75.78,TRADE
SA1,"1999/07/06 10:00",1636.60833,137.94,TRADE
SA1,"1999/07/06 10:30",1606.58333,131.51,TRADE
SA1,"1999/07/06 11:00",1590.43167,140.53,TRADE
SA1,"1999/07/06 11:30",1573.595,158.94,TRADE
SA1,"1999/07/06 12:00",1559.90667,158.94,TRADE
SA1,"1999/07/06 12:30",1547.345,158.94,TRADE
SA1,"1999/07/06 13:00",1524.985,139.19,TRADE
SA1,"1999/07/06 13:30",1522.795,158.94,TRADE
SA1,"1999/07/06 14:00",1515.55667,158.94,TRADE
SA1,"1999/07/06 14:30",1511.81,158.94,TRADE
SA1,"1999/07/06 15:00",1502.555,79.88,TRADE
SA1,"1999/07/06 15:30",1482.05,136.46,TRADE
SA1,"1999/07/06 16:00",1467.67,31.79,TRADE
SA1,"1999/07/06 16:30",1465.08833,40.35,TRADE
SA1,"1999/07/06 17:00",1480.21167,40.35,TRADE
SA1,"1999/07/06 17:30",1548.09667,55.78,TRADE
SA1,"1999/07/06 18:00",1666.375,55.82,TRADE
SA1,"1999/07/06 18:30",1761.43167,93.21,TRADE
SA1,"1999/07/06 19:00",1768.31667,93.21,TRADE
SA1,"1999/07/06 19:30",1735.55167,75.78,TRADE
SA1,"1999/07/06 20:00",1691.91333,75.78,TRADE
SA1,"1999/07/06 20:30",1647.07667,48.5,TRADE
SA1,"1999/07/06 21:00",1620.865,48.5,TRADE
SA1,"1999/07/06 21:30",1591.34833,35.43,TRADE
SA1,"1999/07/06 22:00",1561.19333,35.12,TRADE
SA1,"1999/07/06 22:30",1516.565,35.84,TRADE
SA1,"1999/07/06 23:00",1502.99667,35.27,TRADE
SA1,"1999/07/06 23:30",1458.94167,37.36,TRADE
SA1,"1999/07/07 00:00",1471.64167,35.11,TRADE
SA1,"1999/07/07 00:30",1475.93667,48.5,TRADE
SA1,"1999/07/07 01:00",1537.875,48.5,TRADE
SA1,"1999/07/07 01:30",1463.515,34.8,TRADE
SA1,"1999/07/07 02:00",1353.92167,34.71,TRADE
SA1,"1999/07/07 02:30",1269.895,30.54,TRADE
SA1,"1999/07/07 03:00",1189.35167,21.04,TRADE
SA1,"1999/07/07 03:30",1141.36667,18.36,TRADE
SA1,"1999/07/07 04:00",1097.32667,15.16,TRADE
SA1,"1999/07/07 04:30",1076.315,15.25,TRADE
SA1,"1999/07/07 05:00",1049.01,15.37,TRADE
SA1,"1999/07/07 05:30",1046.16333,15.36,TRADE
SA1,"1999/07/07 06:00",1064.065,15.43,TRADE
SA1,"1999/07/07 06:30",1104.33,23.64,TRADE
SA1,"1999/07/07 07:00",1202.29833,26.22,TRADE
SA1,"1999/07/07 07:30",1276.205,23.41,TRADE
SA1,"1999/07/07 08:00",1363.21833,41.55,TRADE
SA1,"1999/07/07 08:30",1435.13,54.61,TRADE
SA1,"1999/07/07 09:00",1500.37833,104.07,TRADE
SA1,"1999/07/07 09:30",1541.72167,75.78,TRADE
SA1,"1999/07/07 10:00",1571.37,75.78,TRADE
SA1,"1999/07/07 10:30",1549.67667,48.5,TRADE
SA1,"1999/07/07 11:00",1526.895,48.5,TRADE
SA1,"1999/07/07 11:30",1513.61167,40.42,TRADE
SA1,"1999/07/07 12:00",1499.45833,40.42,TRADE
SA1,"1999/07/07 12:30",1497.71167,40.42,TRADE
SA1,"1999/07/07 13:00",1485.95,40.42,TRADE
SA1,"1999/07/07 13:30",1466.12,40.42,TRADE
SA1,"1999/07/07 14:00",1482.56167,40.42,TRADE
SA1,"1999/07/07 14:30",1490.68167,40.42,TRADE
SA1,"1999/07/07 15:00",1502.3,40.42,TRADE
SA1,"1999/07/07 15:30",1479.94167,35.11,TRADE
SA1,"1999/07/07 16:00",1450.43667,35.1,TRADE
SA1,"1999/07/07 16:30",1457.915,41.75,TRADE
SA1,"1999/07/07 17:00",1455.30167,40.41,TRADE
SA1,"1999/07/07 17:30",1503.38667,55.82,TRADE
SA1,"1999/07/07 18:00",1583.16667,55.83,TRADE
SA1,"1999/07/07 18:30",1705.30833,93.21,TRADE
SA1,"1999/07/07 19:00",1726.36667,93.21,TRADE
SA1,"1999/07/07 19:30",1702.81667,75.78,TRADE
SA1,"1999/07/07 20:00",1661.84333,75.78,TRADE
SA1,"1999/07/07 20:30",1625.26667,44.46,TRADE
SA1,"1999/07/07 21:00",1597.51167,48.5,TRADE
SA1,"1999/07/07 21:30",1561.97167,35.11,TRADE
SA1,"1999/07/07 22:00",1542.07833,35.11,TRADE
SA1,"1999/07/07 22:30",1505.89167,35.11,TRADE
SA1,"1999/07/07 23:00",1498.27,35.11,TRADE
SA1,"1999/07/07 23:30",1454.18333,35.64,TRADE
SA1,"1999/07/08 00:00",1450.43667,35.11,TRADE
SA1,"1999/07/08 00:30",1479.02333,35.11,TRADE
SA1,"1999/07/08 01:00",1525.93167,35.11,TRADE
SA1,"1999/07/08 01:30",1458,35.09,TRADE
SA1,"1999/07/08 02:00",1356.37833,35.1,TRADE
SA1,"1999/07/08 02:30",1256.74167,21.49,TRADE
SA1,"1999/07/08 03:00",1183.02333,16.45,TRADE
SA1,"1999/07/08 03:30",1129.355,15.11,TRADE
SA1,"1999/07/08 04:00",1076.00333,6.38,TRADE
SA1,"1999/07/08 04:30",1059.565,13.25,TRADE
SA1,"1999/07/08 05:00",1043.135,11.36,TRADE
SA1,"1999/07/08 05:30",1039.81,13.61,TRADE
SA1,"1999/07/08 06:00",1052.985,14.97,TRADE
SA1,"1999/07/08 06:30",1086.105,22.51,TRADE
SA1,"1999/07/08 07:00",1175.19667,35.1,TRADE
SA1,"1999/07/08 07:30",1251.09,53.94,TRADE
SA1,"1999/07/08 08:00",1355.90333,48.46,TRADE
SA1,"1999/07/08 08:30",1433.79833,104.01,TRADE
SA1,"1999/07/08 09:00",1508.765,104.06,TRADE
SA1,"1999/07/08 09:30",1541.79833,75.77,TRADE
SA1,"1999/07/08 10:00",1551.90833,85.2,TRADE
SA1,"1999/07/08 10:30",1550.88833,104.06,TRADE
SA1,"1999/07/08 11:00",1551.62333,104.06,TRADE
SA1,"1999/07/08 11:30",1553.18333,104.06,TRADE
SA1,"1999/07/08 12:00",1541.90333,79.65,TRADE
SA1,"1999/07/08 12:30",1575.575,104.05,TRADE
SA1,"1999/07/08 13:00",1574.8,104.05,TRADE
SA1,"1999/07/08 13:30",1585.18833,104.05,TRADE
SA1,"1999/07/08 14:00",1620.93667,104.06,TRADE
SA1,"1999/07/08 14:30",1603.81,104.06,TRADE
SA1,"1999/07/08 15:00",1624.80333,131.49,TRADE
SA1,"1999/07/08 15:30",1601.81333,158.93,TRADE
SA1,"1999/07/08 16:00",1618.02667,158.93,TRADE
SA1,"1999/07/08 16:30",1611.99833,158.93,TRADE
SA1,"1999/07/08 17:00",1630.99333,158.96,TRADE
SA1,"1999/07/08 17:30",1650.67833,45.92,TRADE
SA1,"1999/07/08 18:00",1773.64167,55.82,TRADE
SA1,"1999/07/08 18:30",1847.78,93.21,TRADE
SA1,"1999/07/08 19:00",1844.75,93.21,TRADE
SA1,"1999/07/08 19:30",1793.705,75.78,TRADE
SA1,"1999/07/08 20:00",1752.65667,75.78,TRADE
SA1,"1999/07/08 20:30",1722.05,48.5,TRADE
SA1,"1999/07/08 21:00",1686.50667,48.5,TRADE
SA1,"1999/07/08 21:30",1650.93667,118.64,TRADE
SA1,"1999/07/08 22:00",1614.45167,158.85,TRADE
SA1,"1999/07/08 22:30",1559.59667,76.3,TRADE
SA1,"1999/07/08 23:00",1565.76167,76.3,TRADE
SA1,"1999/07/08 23:30",1527.13,79.3,TRADE
SA1,"1999/07/09 00:00",1516.46167,76.3,TRADE
SA1,"1999/07/09 00:30",1533.05167,48.5,TRADE
SA1,"1999/07/09 01:00",1565.63167,41.77,TRADE
SA1,"1999/07/09 01:30",1481.81333,35.65,TRADE
SA1,"1999/07/09 02:00",1369.17,35.1,TRADE
SA1,"1999/07/09 02:30",1263.92167,21.15,TRADE
SA1,"1999/07/09 03:00",1189.23667,17.26,TRADE
SA1,"1999/07/09 03:30",1142.525,15.84,TRADE
SA1,"1999/07/09 04:00",1108.13833,15.12,TRADE
SA1,"1999/07/09 04:30",1072.98,14.37,TRADE
SA1,"1999/07/09 05:00",1052.87833,12.78,TRADE
SA1,"1999/07/09 05:30",1053.805,13.44,TRADE
SA1,"1999/07/09 06:00",1068.95333,14.72,TRADE
SA1,"1999/07/09 06:30",1104.02667,66.3,TRADE
SA1,"1999/07/09 07:00",1204.45833,158.93,TRADE
SA1,"1999/07/09 07:30",1282.34833,113.05,TRADE
SA1,"1999/07/09 08:00",1374.14167,66.85,TRADE
SA1,"1999/07/09 08:30",1462.24833,104.06,TRADE
SA1,"1999/07/09 09:00",1522.5,122.26,TRADE
SA1,"1999/07/09 09:30",1564.82833,131.04,TRADE
SA1,"1999/07/09 10:00",1555.96333,75.77,TRADE
SA1,"1999/07/09 10:30",1519.45167,48.49,TRADE
SA1,"1999/07/09 11:00",1504.21833,121.95,TRADE
SA1,"1999/07/09 11:30",1497.53667,158.68,TRADE
SA1,"1999/07/09 12:00",1488.835,158.67,TRADE
SA1,"1999/07/09 12:30",1478.25333,138.96,TRADE
SA1,"1999/07/09 13:00",1469.12667,99.54,TRADE
SA1,"1999/07/09 13:30",1468.26833,60.12,TRADE
SA1,"1999/07/09 14:00",1475.89333,158.67,TRADE
SA1,"1999/07/09 14:30",1460.38167,158.67,TRADE
SA1,"1999/07/09 15:00",1458.24,158.67,TRADE
SA1,"1999/07/09 15:30",1432.77167,96.88,TRADE
SA1,"1999/07/09 16:00",1406.37333,96.89,TRADE
SA1,"1999/07/09 16:30",1402.895,91.8,TRADE
SA1,"1999/07/09 17:00",1389.12167,22.79,TRADE
SA1,"1999/07/09 17:30",1424.18667,23.77,TRADE
SA1,"1999/07/09 18:00",1503.355,30.14,TRADE
SA1,"1999/07/09 18:30",1630.41167,93.21,TRADE
SA1,"1999/07/09 19:00",1656.48167,93.21,TRADE
SA1,"1999/07/09 19:30",1637.72333,75.78,TRADE
SA1,"1999/07/09 20:00",1610.90167,75.78,TRADE
SA1,"1999/07/09 20:30",1573.24333,48.5,TRADE
SA1,"1999/07/09 21:00",1535.315,48.5,TRADE
SA1,"1999/07/09 21:30",1506.495,35.11,TRADE
SA1,"1999/07/09 22:00",1511.38333,55.71,TRADE
SA1,"1999/07/09 22:30",1481.51333,35.11,TRADE
SA1,"1999/07/09 23:00",1501.23,35.11,TRADE
SA1,"1999/07/09 23:30",1486.315,43.17,TRADE
SA1,"1999/07/10 00:00",1490.70667,34.59,TRADE
SA1,"1999/07/10 00:30",1493.825,35.09,TRADE
SA1,"1999/07/10 01:00",1525.00833,76.3,TRADE
SA1,"1999/07/10 01:30",1447.25333,32.03,TRADE
SA1,"1999/07/10 02:00",1318.12,28.67,TRADE
SA1,"1999/07/10 02:30",1225.28167,43.17,TRADE
SA1,"1999/07/10 03:00",1153.87167,20.32,TRADE
SA1,"1999/07/10 03:30",1095.76,16.73,TRADE
SA1,"1999/07/10 04:00",1047.885,15.25,TRADE
SA1,"1999/07/10 04:30",1010.705,13.49,TRADE
SA1,"1999/07/10 05:00",999.065,13.64,TRADE
SA1,"1999/07/10 05:30",978.65,13.59,TRADE
SA1,"1999/07/10 06:00",987.77167,13.47,TRADE
SA1,"1999/07/10 06:30",1005.65333,14.21,TRADE
SA1,"1999/07/10 07:00",1031.92333,15.09,TRADE
SA1,"1999/07/10 07:30",1061.65667,14.91,TRADE
SA1,"1999/07/10 08:00",1100.63167,22.7,TRADE
SA1,"1999/07/10 08:30",1162.22167,27.01,TRADE
SA1,"1999/07/10 09:00",1240.49,38.13,TRADE
SA1,"1999/07/10 09:30",1294.42667,48.38,TRADE
SA1,"1999/07/10 10:00",1311.99,46.84,TRADE
SA1,"1999/07/10 10:30",1309.57,39.85,TRADE
SA1,"1999/07/10 11:00",1297.95667,39.95,TRADE
