REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,"1999/10/01 00:30",1445.28833,50.64,TRADE
SA1,"1999/10/01 01:00",1501.29333,50.8,TRADE
SA1,"1999/10/01 01:30",1423.21833,24.96,TRADE
SA1,"1999/10/01 02:00",1308.62167,24.93,TRADE
SA1,"1999/10/01 02:30",1218.87,21.97,TRADE
SA1,"1999/10/01 03:00",1150.155,24.93,TRADE
SA1,"1999/10/01 03:30",1089.93,19,TRADE
SA1,"1999/10/01 04:00",1055.93333,19,TRADE
SA1,"1999/10/01 04:30",1025.435,19,TRADE
SA1,"1999/10/01 05:00",1023.59,19,TRADE
SA1,"1999/10/01 05:30",1022.09833,19,TRADE
SA1,"1999/10/01 06:00",1037.7,19,TRADE
SA1,"1999/10/01 06:30",1065.79333,18.53,TRADE
SA1,"1999/10/01 07:00",1123.08833,19,TRADE
SA1,"1999/10/01 07:30",1180.9,19,TRADE
SA1,"1999/10/01 08:00",1242.64167,19,TRADE
SA1,"1999/10/01 08:30",1289.965,19,TRADE
SA1,"1999/10/01 09:00",1338.43667,19,TRADE
SA1,"1999/10/01 09:30",1373.21,24.93,TRADE
SA1,"1999/10/01 10:00",1388.82167,20.98,TRADE
SA1,"1999/10/01 10:30",1355.665,19,TRADE
SA1,"1999/10/01 11:00",1349.93167,19,TRADE
SA1,"1999/10/01 11:30",1379.01833,19,TRADE
SA1,"1999/10/01 12:00",1363.70667,19,TRADE
SA1,"1999/10/01 12:30",1384.145,19,TRADE
SA1,"1999/10/01 13:00",1392.555,19,TRADE
SA1,"1999/10/01 13:30",1396.66,28.67,TRADE
SA1,"1999/10/01 14:00",1419.00833,47.62,TRADE
SA1,"1999/10/01 14:30",1409.59,41.92,TRADE
SA1,"1999/10/01 15:00",1401.36667,46.5,TRADE
SA1,"1999/10/01 15:30",1383.70833,22.21,TRADE
SA1,"1999/10/01 16:00",1370.44333,19,TRADE
SA1,"1999/10/01 16:30",1360.75167,19,TRADE
SA1,"1999/10/01 17:00",1363.66167,19,TRADE
SA1,"1999/10/01 17:30",1364.385,19,TRADE
SA1,"1999/10/01 18:00",1339.86667,19,TRADE
SA1,"1999/10/01 18:30",1325.37667,19,TRADE
SA1,"1999/10/01 19:00",1341.93167,19,TRADE
SA1,"1999/10/01 19:30",1386.48,19,TRADE
SA1,"1999/10/01 20:00",1375.16667,19,TRADE
SA1,"1999/10/01 20:30",1347.425,19,TRADE
SA1,"1999/10/01 21:00",1322.175,19,TRADE
SA1,"1999/10/01 21:30",1301.52,31.93,TRADE
SA1,"1999/10/01 22:00",1286.195,23.78,TRADE
SA1,"1999/10/01 22:30",1279.21333,41.49,TRADE
SA1,"1999/10/01 23:00",1324.80667,41.49,TRADE
SA1,"1999/10/01 23:30",1318.94,49.5,TRADE
SA1,"1999/10/02 00:00",1350.09667,49.5,TRADE
SA1,"1999/10/02 00:30",1394.00167,54.87,TRADE
SA1,"1999/10/02 01:00",1438.68667,54.9,TRADE
SA1,"1999/10/02 01:30",1362.225,37.9,TRADE
SA1,"1999/10/02 02:00",1252.81667,37.9,TRADE
SA1,"1999/10/02 02:30",1159.43667,20.21,TRADE
SA1,"1999/10/02 03:00",1089.30167,19,TRADE
SA1,"1999/10/02 03:30",1025.86,19,TRADE
SA1,"1999/10/02 04:00",991.09,19,TRADE
SA1,"1999/10/02 04:30",968.955,19,TRADE
SA1,"1999/10/02 05:00",957.56,19,TRADE
SA1,"1999/10/02 05:30",966.735,16.98,TRADE
SA1,"1999/10/02 06:00",969.85333,14.72,TRADE
SA1,"1999/10/02 06:30",971.84333,14.3,TRADE
SA1,"1999/10/02 07:00",981.17167,14.61,TRADE
SA1,"1999/10/02 07:30",1004.11,15.06,TRADE
SA1,"1999/10/02 08:00",1035.01667,15.81,TRADE
SA1,"1999/10/02 08:30",1072.895,18.49,TRADE
SA1,"1999/10/02 09:00",1136.21167,19,TRADE
SA1,"1999/10/02 09:30",1180.40667,20.75,TRADE
SA1,"1999/10/02 10:00",1207.20333,23.53,TRADE
SA1,"1999/10/02 10:30",1207.895,27.39,TRADE
SA1,"1999/10/02 11:00",1200.47667,19,TRADE
SA1,"1999/10/02 11:30",1197.10333,19,TRADE
SA1,"1999/10/02 12:00",1212.465,34.87,TRADE
SA1,"1999/10/02 12:30",1214.30667,1272.06,TRADE
SA1,"1999/10/02 13:00",1213.14167,1881.44,TRADE
SA1,"1999/10/02 13:30",1190.97667,43.2,TRADE
SA1,"1999/10/02 14:00",1175.48333,28.76,TRADE
SA1,"1999/10/02 14:30",1163.985,25.22,TRADE
SA1,"1999/10/02 15:00",1179.155,30.77,TRADE
SA1,"1999/10/02 15:30",1194.95,53.05,TRADE
SA1,"1999/10/02 16:00",1191.31167,52.87,TRADE
SA1,"1999/10/02 16:30",1205.585,52.87,TRADE
SA1,"1999/10/02 17:00",1230.15167,52.87,TRADE
SA1,"1999/10/02 17:30",1276.07667,52.96,TRADE
SA1,"1999/10/02 18:00",1322.80833,53.2,TRADE
SA1,"1999/10/02 18:30",1365.57333,53.27,TRADE
SA1,"1999/10/02 19:00",1372.01667,40.79,TRADE
SA1,"1999/10/02 19:30",1353.55833,40.01,TRADE
SA1,"1999/10/02 20:00",1317.12167,44.73,TRADE
SA1,"1999/10/02 20:30",1280.59667,38.88,TRADE
SA1,"1999/10/02 21:00",1257.43667,38.88,TRADE
SA1,"1999/10/02 21:30",1238.32667,36.12,TRADE
SA1,"1999/10/02 22:00",1216.41,36.12,TRADE
SA1,"1999/10/02 22:30",1200.17333,19,TRADE
SA1,"1999/10/02 23:00",1240.78167,36.12,TRADE
SA1,"1999/10/02 23:30",1253.18167,44.73,TRADE
SA1,"1999/10/03 00:00",1308.37167,44.73,TRADE
SA1,"1999/10/03 00:30",1347.775,52.87,TRADE
SA1,"1999/10/03 01:00",1392.94167,52.87,TRADE
SA1,"1999/10/03 01:30",1319.30667,38.88,TRADE
SA1,"1999/10/03 02:00",1213.59667,32.25,TRADE
SA1,"1999/10/03 02:30",1117.79667,19,TRADE
SA1,"1999/10/03 03:00",1052.47833,20.02,TRADE
SA1,"1999/10/03 03:30",985.28833,19,TRADE
SA1,"1999/10/03 04:00",944.93,11.48,TRADE
SA1,"1999/10/03 04:30",938.31667,8.1,TRADE
SA1,"1999/10/03 05:00",927.71667,5.53,TRADE
SA1,"1999/10/03 05:30",918.165,7.63,TRADE
SA1,"1999/10/03 06:00",913.00667,9.19,TRADE
SA1,"1999/10/03 06:30",921.265,9,TRADE
SA1,"1999/10/03 07:00",917.895,9.32,TRADE
SA1,"1999/10/03 07:30",919.47333,10.08,TRADE
SA1,"1999/10/03 08:00",925.26,13.88,TRADE
SA1,"1999/10/03 08:30",959.85167,13.98,TRADE
SA1,"1999/10/03 09:00",991.86333,14.16,TRADE
SA1,"1999/10/03 09:30",1015.28333,15.53,TRADE
SA1,"1999/10/03 10:00",1046.33167,16.18,TRADE
SA1,"1999/10/03 10:30",1045.42,15.84,TRADE
SA1,"1999/10/03 11:00",1044.56833,15.89,TRADE
SA1,"1999/10/03 11:30",1046.74167,15.95,TRADE
SA1,"1999/10/03 12:00",1051.23333,16.86,TRADE
SA1,"1999/10/03 12:30",1056.47333,19,TRADE
SA1,"1999/10/03 13:00",1070.68167,19,TRADE
SA1,"1999/10/03 13:30",1066.465,19,TRADE
SA1,"1999/10/03 14:00",1075.31333,19,TRADE
SA1,"1999/10/03 14:30",1064.18667,18.32,TRADE
SA1,"1999/10/03 15:00",1066.91833,18.31,TRADE
SA1,"1999/10/03 15:30",1062.355,17.62,TRADE
SA1,"1999/10/03 16:00",1057.47667,16.95,TRADE
SA1,"1999/10/03 16:30",1052.48,17.58,TRADE
SA1,"1999/10/03 17:00",1046.79,14.57,TRADE
SA1,"1999/10/03 17:30",1063.30333,14.53,TRADE
SA1,"1999/10/03 18:00",1073.15333,15.51,TRADE
SA1,"1999/10/03 18:30",1103.275,17.48,TRADE
SA1,"1999/10/03 19:00",1154.355,19.7,TRADE
SA1,"1999/10/03 19:30",1225.845,40.09,TRADE
SA1,"1999/10/03 20:00",1224.98333,44.73,TRADE
SA1,"1999/10/03 20:30",1204.05833,28.94,TRADE
SA1,"1999/10/03 21:00",1190.665,19,TRADE
SA1,"1999/10/03 21:30",1175.6,17.85,TRADE
SA1,"1999/10/03 22:00",1156.76833,15.29,TRADE
SA1,"1999/10/03 22:30",1146.555,15.42,TRADE
SA1,"1999/10/03 23:00",1187.67333,18.41,TRADE
SA1,"1999/10/03 23:30",1198.99833,19.67,TRADE
SA1,"1999/10/04 00:00",1251.68167,44.73,TRADE
SA1,"1999/10/04 00:30",1287.32,52.87,TRADE
SA1,"1999/10/04 01:00",1346.84167,52.87,TRADE
SA1,"1999/10/04 01:30",1269.62,38.88,TRADE
SA1,"1999/10/04 02:00",1172.35167,22.31,TRADE
SA1,"1999/10/04 02:30",1089.755,19,TRADE
SA1,"1999/10/04 03:00",1034.31667,24.68,TRADE
SA1,"1999/10/04 03:30",973.76,19,TRADE
SA1,"1999/10/04 04:00",937.72833,19,TRADE
SA1,"1999/10/04 04:30",919.04667,3.5,TRADE
SA1,"1999/10/04 05:00",915.09333,6.01,TRADE
SA1,"1999/10/04 05:30",916.66833,5.65,TRADE
SA1,"1999/10/04 06:00",924.92167,12.86,TRADE
SA1,"1999/10/04 06:30",913.83667,14.76,TRADE
SA1,"1999/10/04 07:00",921.23333,15.99,TRADE
